course1,course2,risk,rr
ciprofloxacin14,cloxacillin9,1.37 (1.10-1.68),1.16 (0.74-2.07)
ciprofloxacin14,clindamycin7,1.37 (1.10-1.68),0.60 (0.38-0.91)
ciprofloxacin14,trimethoprim12,1.37 (1.10-1.68),1.82 (0.66-3.65)
ciprofloxacin14,tetracycline10,1.37 (1.10-1.68),2.61 (1.97-4.22)
ciprofloxacin14,norfloxacin8,1.37 (1.10-1.68),2.21 (1.52-3.83)
ciprofloxacin14,cephalexin13,1.37 (1.10-1.68),0.99 (0.73-1.34)
ciprofloxacin14,nitrofurantoin6,1.37 (1.10-1.68),2.42 (1.77-3.46)
ciprofloxacin14,levofloxacin14,1.37 (1.10-1.68),1.18 (0.80-1.88)
ciprofloxacin14,cotrimoxazole12,1.37 (1.10-1.68),1.47 (1.06-2.05)
ciprofloxacin14,cefixime7,1.37 (1.10-1.68),0.57 (0.31-1.00)
ciprofloxacin14,cloxacillin10,1.37 (1.10-1.68),1.12 (0.70-2.02)
ciprofloxacin14,clindamycin8,1.37 (1.10-1.68),0.55 (0.35-0.86)
ciprofloxacin14,trimethoprim13,1.37 (1.10-1.68),1.81 (0.65-3.66)
ciprofloxacin14,tetracycline11,1.37 (1.10-1.68),2.62 (1.97-4.27)
ciprofloxacin14,norfloxacin9,1.37 (1.10-1.68),2.19 (1.49-3.88)
ciprofloxacin14,cephalexin14,1.37 (1.10-1.68),0.96 (0.70-1.30)
ciprofloxacin14,nitrofurantoin7,1.37 (1.10-1.68),2.41 (1.74-3.57)
ciprofloxacin14,moxifloxacin5,1.37 (1.10-1.68),0.89 (0.68-1.17)
ciprofloxacin14,cotrimoxazole13,1.37 (1.10-1.68),1.45 (1.04-2.03)
ciprofloxacin14,cefixime8,1.37 (1.10-1.68),0.51 (0.28-0.93)
ciprofloxacin14,cloxacillin11,1.37 (1.10-1.68),1.08 (0.67-1.98)
ciprofloxacin14,clindamycin9,1.37 (1.10-1.68),0.52 (0.32-0.81)
ciprofloxacin14,trimethoprim14,1.37 (1.10-1.68),1.81 (0.64-3.70)
clarithromycin5,none,0.70 (0.41-0.92),1.23 (0.74-1.65)
clarithromycin5,clarithromycin9,0.70 (0.41-0.92),0.88 (0.77-1.03)
clarithromycin5,ciprofloxacin7,0.70 (0.41-0.92),0.65 (0.38-0.90)
clarithromycin5,nitrofurantoin10,0.70 (0.41-0.92),1.22 (0.71-1.83)
clarithromycin5,cephalexin5,0.70 (0.41-0.92),0.75 (0.44-1.04)
clarithromycin5,cefprozil13,0.70 (0.41-0.92),0.53 (0.24-1.04)
clarithromycin5,cefixime11,0.70 (0.41-0.92),0.20 (0.08-0.39)
clarithromycin5,cloxacillin14,0.70 (0.41-0.92),0.50 (0.25-0.91)
clarithromycin5,azithromycin9,0.70 (0.41-0.92),0.53 (0.28-0.83)
clarithromycin5,amoxiclav7,0.70 (0.41-0.92),0.51 (0.29-0.74)
clarithromycin5,amoxicillin5,0.70 (0.41-0.92),0.86 (0.50-1.21)
clarithromycin5,clarithromycin10,0.70 (0.41-0.92),0.86 (0.72-1.03)
clarithromycin5,ciprofloxacin8,0.70 (0.41-0.92),0.62 (0.37-0.86)
clarithromycin5,nitrofurantoin11,0.70 (0.41-0.92),1.22 (0.70-1.83)
clarithromycin5,cephalexin6,0.70 (0.41-0.92),0.74 (0.43-1.02)
clarithromycin5,cefprozil14,0.70 (0.41-0.92),0.52 (0.23-1.03)
clarithromycin5,cefixime12,0.70 (0.41-0.92),0.19 (0.08-0.37)
clarithromycin5,cotrimoxazole5,0.70 (0.41-0.92),0.87 (0.51-1.23)
clarithromycin5,azithromycin10,0.70 (0.41-0.92),0.51 (0.27-0.81)
clarithromycin5,amoxiclav8,0.70 (0.41-0.92),0.48 (0.27-0.71)
clarithromycin5,amoxicillin6,0.70 (0.41-0.92),0.86 (0.50-1.20)
clarithromycin5,clarithromycin11,0.70 (0.41-0.92),0.83 (0.68-1.02)
clarithromycin5,ciprofloxacin9,0.70 (0.41-0.92),0.60 (0.35-0.83)
clarithromycin5,nitrofurantoin12,0.70 (0.41-0.92),1.21 (0.70-1.83)
clarithromycin5,cephalexin7,0.70 (0.41-0.92),0.67 (0.39-0.92)
clarithromycin5,cefuroxime5,0.70 (0.41-0.92),0.61 (0.35-0.91)
clarithromycin5,cefixime13,0.70 (0.41-0.92),0.18 (0.07-0.35)
clarithromycin5,cotrimoxazole6,0.70 (0.41-0.92),0.87 (0.51-1.22)
clarithromycin5,azithromycin11,0.70 (0.41-0.92),0.49 (0.26-0.79)
clarithromycin5,amoxiclav9,0.70 (0.41-0.92),0.46 (0.25-0.68)
clarithromycin5,amoxicillin7,0.70 (0.41-0.92),0.81 (0.46-1.15)
clarithromycin5,clarithromycin12,0.70 (0.41-0.92),0.81 (0.65-1.02)
clarithromycin5,ciprofloxacin10,0.70 (0.41-0.92),0.58 (0.33-0.81)
clarithromycin5,nitrofurantoin13,0.70 (0.41-0.92),1.21 (0.70-1.83)
clarithromycin5,cephalexin8,0.70 (0.41-0.92),0.63 (0.36-0.88)
clarithromycin5,cefuroxime6,0.70 (0.41-0.92),0.59 (0.34-0.89)
clarithromycin5,cefixime14,0.70 (0.41-0.92),0.16 (0.07-0.34)
clarithromycin5,cotrimoxazole7,0.70 (0.41-0.92),0.82 (0.47-1.16)
clarithromycin5,azithromycin12,0.70 (0.41-0.92),0.48 (0.25-0.77)
clarithromycin5,amoxiclav10,0.70 (0.41-0.92),0.44 (0.24-0.66)
clarithromycin5,amoxicillin8,0.70 (0.41-0.92),0.78 (0.45-1.12)
clarithromycin5,clarithromycin13,0.70 (0.41-0.92),0.79 (0.61-1.02)
clarithromycin5,ciprofloxacin11,0.70 (0.41-0.92),0.56 (0.32-0.78)
clarithromycin5,nitrofurantoin14,0.70 (0.41-0.92),1.20 (0.69-1.83)
clarithromycin5,cephalexin9,0.70 (0.41-0.92),0.60 (0.35-0.84)
clarithromycin5,cefuroxime7,0.70 (0.41-0.92),0.50 (0.28-0.79)
clarithromycin5,cefprozil5,0.70 (0.41-0.92),0.72 (0.36-1.20)
clarithromycin5,cotrimoxazole8,0.70 (0.41-0.92),0.81 (0.46-1.14)
clarithromycin5,azithromycin13,0.70 (0.41-0.92),0.47 (0.25-0.75)
clarithromycin5,amoxiclav11,0.70 (0.41-0.92),0.42 (0.23-0.63)
clarithromycin5,amoxicillin9,0.70 (0.41-0.92),0.76 (0.44-1.09)
clarithromycin5,clarithromycin14,0.70 (0.41-0.92),0.77 (0.58-1.02)
clarithromycin5,ciprofloxacin12,0.70 (0.41-0.92),0.54 (0.31-0.76)
clarithromycin5,norfloxacin5,0.70 (0.41-0.92),1.15 (0.70-1.82)
clarithromycin5,cephalexin10,0.70 (0.41-0.92),0.58 (0.33-0.80)
clarithromycin5,cefuroxime8,0.70 (0.41-0.92),0.46 (0.25-0.73)
clarithromycin5,cefprozil6,0.70 (0.41-0.92),0.71 (0.36-1.19)
clarithromycin5,cotrimoxazole9,0.70 (0.41-0.92),0.79 (0.45-1.12)
clarithromycin5,azithromycin14,0.70 (0.41-0.92),0.45 (0.24-0.74)
clarithromycin5,amoxiclav12,0.70 (0.41-0.92),0.40 (0.22-0.61)
clarithromycin5,amoxicillin10,0.70 (0.41-0.92),0.74 (0.42-1.07)
clarithromycin5,clindamycin5,0.70 (0.41-0.92),0.37 (0.19-0.57)
clarithromycin5,ciprofloxacin13,0.70 (0.41-0.92),0.53 (0.30-0.74)
clarithromycin5,norfloxacin6,0.70 (0.41-0.92),1.15 (0.70-1.82)
clarithromycin5,cephalexin11,0.70 (0.41-0.92),0.55 (0.31-0.77)
clarithromycin5,cefuroxime9,0.70 (0.41-0.92),0.43 (0.23-0.69)
clarithromycin5,cefprozil7,0.70 (0.41-0.92),0.65 (0.32-1.15)
clarithromycin5,cotrimoxazole10,0.70 (0.41-0.92),0.77 (0.44-1.11)
clarithromycin5,cefixime5,0.70 (0.41-0.92),0.37 (0.17-0.62)
clarithromycin5,amoxiclav13,0.70 (0.41-0.92),0.38 (0.21-0.59)
clarithromycin5,amoxicillin11,0.70 (0.41-0.92),0.72 (0.41-1.05)
clarithromycin5,clindamycin6,0.70 (0.41-0.92),0.37 (0.19-0.58)
clarithromycin5,ciprofloxacin14,0.70 (0.41-0.92),0.51 (0.29-0.72)
clarithromycin5,norfloxacin7,0.70 (0.41-0.92),1.14 (0.69-1.87)
clarithromycin5,cephalexin12,0.70 (0.41-0.92),0.53 (0.30-0.74)
clarithromycin5,cefuroxime10,0.70 (0.41-0.92),0.39 (0.21-0.64)
clarithromycin5,cefprozil8,0.70 (0.41-0.92),0.63 (0.30-1.13)
clarithromycin5,cotrimoxazole11,0.70 (0.41-0.92),0.76 (0.43-1.09)
clarithromycin5,cefixime6,0.70 (0.41-0.92),0.36 (0.16-0.61)
clarithromycin5,amoxiclav14,0.70 (0.41-0.92),0.37 (0.20-0.57)
clarithromycin5,amoxicillin12,0.70 (0.41-0.92),0.71 (0.40-1.03)
clarithromycin5,clindamycin7,0.70 (0.41-0.92),0.31 (0.15-0.50)
clarithromycin5,clarithromycin5,0.70 (0.41-0.92),1.00 (1.00-1.00)
clarithromycin5,norfloxacin8,0.70 (0.41-0.92),1.13 (0.67-1.89)
clarithromycin5,cephalexin13,0.70 (0.41-0.92),0.51 (0.29-0.71)
clarithromycin5,cefuroxime11,0.70 (0.41-0.92),0.37 (0.19-0.61)
clarithromycin5,cefprozil9,0.70 (0.41-0.92),0.60 (0.29-1.11)
clarithromycin5,cotrimoxazole12,0.70 (0.41-0.92),0.75 (0.42-1.07)
clarithromycin5,cefixime7,0.70 (0.41-0.92),0.29 (0.13-0.51)
clarithromycin5,azithromycin5,0.70 (0.41-0.92),0.64 (0.36-0.96)
clarithromycin5,amoxicillin13,0.70 (0.41-0.92),0.69 (0.39-1.01)
clarithromycin5,clindamycin8,0.70 (0.41-0.92),0.28 (0.14-0.47)
clarithromycin5,clarithromycin6,0.70 (0.41-0.92),0.99 (0.97-1.00)
clarithromycin5,norfloxacin9,0.70 (0.41-0.92),1.12 (0.67-1.92)
clarithromycin5,cephalexin14,0.70 (0.41-0.92),0.49 (0.28-0.69)
clarithromycin5,cefuroxime12,0.70 (0.41-0.92),0.34 (0.17-0.57)
clarithromycin5,cefprozil10,0.70 (0.41-0.92),0.58 (0.27-1.08)
clarithromycin5,cotrimoxazole13,0.70 (0.41-0.92),0.74 (0.41-1.06)
clarithromycin5,cefixime8,0.70 (0.41-0.92),0.26 (0.11-0.48)
clarithromycin5,azithromycin6,0.70 (0.41-0.92),0.64 (0.36-0.95)
clarithromycin5,amoxicillin14,0.70 (0.41-0.92),0.68 (0.38-0.99)
clarithromycin5,clindamycin9,0.70 (0.41-0.92),0.27 (0.13-0.45)
clarithromycin5,clarithromycin7,0.70 (0.41-0.92),0.94 (0.87-1.02)
clarithromycin5,norfloxacin10,0.70 (0.41-0.92),1.11 (0.65-1.93)
clarithromycin5,ciprofloxacin5,0.70 (0.41-0.92),0.72 (0.43-0.99)
clarithromycin5,cefuroxime13,0.70 (0.41-0.92),0.32 (0.16-0.54)
clarithromycin5,cefprozil11,0.70 (0.41-0.92),0.57 (0.26-1.06)
clarithromycin5,cotrimoxazole14,0.70 (0.41-0.92),0.73 (0.41-1.06)
clarithromycin5,cefixime9,0.70 (0.41-0.92),0.24 (0.10-0.45)
clarithromycin5,azithromycin7,0.70 (0.41-0.92),0.57 (0.31-0.89)
clarithromycin5,amoxiclav5,0.70 (0.41-0.92),0.58 (0.33-0.83)
clarithromycin5,clindamycin10,0.70 (0.41-0.92),0.25 (0.12-0.43)
clarithromycin5,clarithromycin8,0.70 (0.41-0.92),0.91 (0.82-1.02)
clarithromycin5,norfloxacin11,0.70 (0.41-0.92),1.11 (0.64-1.95)
clarithromycin5,ciprofloxacin6,0.70 (0.41-0.92),0.71 (0.42-0.98)
clarithromycin5,cefuroxime14,0.70 (0.41-0.92),0.30 (0.15-0.51)
clarithromycin5,cefprozil12,0.70 (0.41-0.92),0.55 (0.25-1.05)
clarithromycin5,levofloxacin5,0.70 (0.41-0.92),0.88 (0.52-1.28)
clarithromycin5,cefixime10,0.70 (0.41-0.92),0.22 (0.09-0.42)
clarithromycin5,azithromycin8,0.70 (0.41-0.92),0.55 (0.30-0.86)
clarithromycin5,amoxiclav6,0.70 (0.41-0.92),0.58 (0.33-0.82)
clarithromycin5,clindamycin11,0.70 (0.41-0.92),0.24 (0.11-0.41)
clarithromycin5,tetracycline14,0.70 (0.41-0.92),1.35 (0.97-2.13)
clarithromycin5,norfloxacin12,0.70 (0.41-0.92),1.10 (0.64-1.96)
clarithromycin5,levofloxacin7,0.70 (0.41-0.92),0.80 (0.46-1.20)
clarithromycin5,clindamycin14,0.70 (0.41-0.92),0.21 (0.10-0.36)
clarithromycin5,moxifloxacin8,0.70 (0.41-0.92),0.33 (0.20-0.46)
clarithromycin5,levofloxacin6,0.70 (0.41-0.92),0.86 (0.51-1.26)
clarithromycin5,clindamycin13,0.70 (0.41-0.92),0.22 (0.10-0.38)
clarithromycin5,trimethoprim6,0.70 (0.41-0.92),0.99 (0.40-1.62)
clarithromycin5,norfloxacin14,0.70 (0.41-0.92),1.09 (0.63-1.99)
clarithromycin5,clindamycin12,0.70 (0.41-0.92),0.23 (0.11-0.39)
clarithromycin5,trimethoprim5,0.70 (0.41-0.92),0.98 (0.40-1.61)
clarithromycin5,norfloxacin13,0.70 (0.41-0.92),1.10 (0.63-1.97)
clarithromycin5,levofloxacin8,0.70 (0.41-0.92),0.76 (0.44-1.16)
clarithromycin5,cloxacillin5,0.70 (0.41-0.92),0.72 (0.41-1.11)
clarithromycin5,moxifloxacin9,0.70 (0.41-0.92),0.30 (0.18-0.42)
clarithromycin5,tetracycline6,0.70 (0.41-0.92),1.31 (0.92-1.91)
clarithromycin5,levofloxacin11,0.70 (0.41-0.92),0.67 (0.37-1.06)
clarithromycin5,trimethoprim7,0.70 (0.41-0.92),0.96 (0.35-1.65)
clarithromycin5,tetracycline5,0.70 (0.41-0.92),1.31 (0.92-1.91)
clarithromycin5,levofloxacin10,0.70 (0.41-0.92),0.70 (0.40-1.09)
clarithromycin5,cloxacillin7,0.70 (0.41-0.92),0.65 (0.36-1.05)
clarithromycin5,moxifloxacin11,0.70 (0.41-0.92),0.25 (0.15-0.36)
clarithromycin5,levofloxacin9,0.70 (0.41-0.92),0.73 (0.42-1.12)
clarithromycin5,cloxacillin6,0.70 (0.41-0.92),0.71 (0.40-1.11)
clarithromycin5,moxifloxacin10,0.70 (0.41-0.92),0.28 (0.16-0.39)
clarithromycin5,tetracycline7,0.70 (0.41-0.92),1.32 (0.93-1.98)
clarithromycin5,levofloxacin12,0.70 (0.41-0.92),0.65 (0.36-1.03)
clarithromycin5,trimethoprim8,0.70 (0.41-0.92),0.95 (0.34-1.66)
clarithromycin5,moxifloxacin13,0.70 (0.41-0.92),0.22 (0.13-0.31)
clarithromycin5,tetracycline10,0.70 (0.41-0.92),1.34 (0.95-2.04)
clarithromycin5,cloxacillin8,0.70 (0.41-0.92),0.62 (0.34-1.03)
clarithromycin5,moxifloxacin12,0.70 (0.41-0.92),0.24 (0.14-0.33)
clarithromycin5,tetracycline9,0.70 (0.41-0.92),1.33 (0.95-2.02)
clarithromycin5,levofloxacin14,0.70 (0.41-0.92),0.60 (0.33-0.97)
clarithromycin5,trimethoprim10,0.70 (0.41-0.92),0.94 (0.31-1.69)
clarithromycin5,tetracycline8,0.70 (0.41-0.92),1.32 (0.94-2.00)
clarithromycin5,levofloxacin13,0.70 (0.41-0.92),0.62 (0.34-1.00)
clarithromycin5,trimethoprim9,0.70 (0.41-0.92),0.94 (0.32-1.67)
clarithromycin5,moxifloxacin14,0.70 (0.41-0.92),0.21 (0.12-0.29)
clarithromycin5,tetracycline11,0.70 (0.41-0.92),1.34 (0.96-2.06)
clarithromycin5,cloxacillin9,0.70 (0.41-0.92),0.59 (0.32-1.00)
clarithromycin5,trimethoprim12,0.70 (0.41-0.92),0.93 (0.30-1.71)
clarithromycin5,nitrofurantoin7,0.70 (0.41-0.92),1.23 (0.73-1.83)
clarithromycin5,moxifloxacin5,0.70 (0.41-0.92),0.46 (0.28-0.62)
clarithromycin5,trimethoprim11,0.70 (0.41-0.92),0.93 (0.30-1.70)
clarithromycin5,nitrofurantoin6,0.70 (0.41-0.92),1.24 (0.74-1.80)
clarithromycin5,tetracycline13,0.70 (0.41-0.92),1.35 (0.97-2.11)
clarithromycin5,cloxacillin11,0.70 (0.41-0.92),0.55 (0.29-0.96)
clarithromycin5,nitrofurantoin5,0.70 (0.41-0.92),1.24 (0.74-1.81)
clarithromycin5,tetracycline12,0.70 (0.41-0.92),1.34 (0.97-2.09)
clarithromycin5,cloxacillin10,0.70 (0.41-0.92),0.57 (0.31-0.98)
clarithromycin5,trimethoprim13,0.70 (0.41-0.92),0.93 (0.30-1.72)
clarithromycin5,nitrofurantoin8,0.70 (0.41-0.92),1.23 (0.72-1.82)
clarithromycin5,moxifloxacin6,0.70 (0.41-0.92),0.44 (0.27-0.61)
clarithromycin5,cloxacillin13,0.70 (0.41-0.92),0.51 (0.27-0.93)
clarithromycin5,moxifloxacin7,0.70 (0.41-0.92),0.36 (0.22-0.50)
clarithromycin5,cloxacillin12,0.70 (0.41-0.92),0.53 (0.28-0.95)
clarithromycin5,nitrofurantoin9,0.70 (0.41-0.92),1.22 (0.71-1.83)
clarithromycin5,trimethoprim14,0.70 (0.41-0.92),0.93 (0.29-1.74)
clarithromycin6,cotrimoxazole5,0.71 (0.42-0.94),0.88 (0.52-1.25)
clarithromycin6,nitrofurantoin10,0.71 (0.42-0.94),1.24 (0.72-1.87)
clarithromycin6,azithromycin9,0.71 (0.42-0.94),0.54 (0.29-0.85)
clarithromycin6,levofloxacin6,0.71 (0.42-0.94),0.88 (0.51-1.28)
clarithromycin6,cloxacillin14,0.71 (0.42-0.94),0.51 (0.26-0.93)
clarithromycin6,norfloxacin13,0.71 (0.42-0.94),1.11 (0.64-2.00)
clarithromycin6,nitrofurantoin11,0.71 (0.42-0.94),1.23 (0.72-1.87)
clarithromycin6,cotrimoxazole6,0.71 (0.42-0.94),0.88 (0.52-1.24)
clarithromycin6,norfloxacin12,0.71 (0.42-0.94),1.12 (0.65-1.99)
clarithromycin6,levofloxacin7,0.71 (0.42-0.94),0.81 (0.46-1.22)
clarithromycin6,nitrofurantoin14,0.71 (0.42-0.94),1.22 (0.70-1.86)
clarithromycin6,azithromycin10,0.71 (0.42-0.94),0.52 (0.28-0.83)
clarithromycin6,tetracycline5,0.71 (0.42-0.94),1.32 (0.93-1.95)
clarithromycin6,nitrofurantoin13,0.71 (0.42-0.94),1.22 (0.71-1.86)
clarithromycin6,cotrimoxazole8,0.71 (0.42-0.94),0.82 (0.47-1.16)
clarithromycin6,norfloxacin14,0.71 (0.42-0.94),1.11 (0.64-2.02)
clarithromycin6,nitrofurantoin12,0.71 (0.42-0.94),1.23 (0.71-1.86)
clarithromycin6,cotrimoxazole7,0.71 (0.42-0.94),0.84 (0.48-1.18)
clarithromycin6,azithromycin12,0.71 (0.42-0.94),0.49 (0.26-0.78)
clarithromycin6,levofloxacin8,0.71 (0.42-0.94),0.77 (0.44-1.18)
clarithromycin6,norfloxacin5,0.71 (0.42-0.94),1.17 (0.70-1.85)
clarithromycin6,azithromycin11,0.71 (0.42-0.94),0.50 (0.27-0.80)
clarithromycin6,tetracycline6,0.71 (0.42-0.94),1.32 (0.93-1.95)
clarithromycin6,levofloxacin11,0.71 (0.42-0.94),0.68 (0.38-1.08)
clarithromycin6,cotrimoxazole9,0.71 (0.42-0.94),0.80 (0.46-1.15)
clarithromycin6,azithromycin14,0.71 (0.42-0.94),0.46 (0.25-0.75)
clarithromycin6,levofloxacin10,0.71 (0.42-0.94),0.71 (0.40-1.11)
clarithromycin6,norfloxacin7,0.71 (0.42-0.94),1.15 (0.70-1.90)
clarithromycin6,azithromycin13,0.71 (0.42-0.94),0.47 (0.25-0.77)
clarithromycin6,levofloxacin9,0.71 (0.42-0.94),0.74 (0.43-1.15)
clarithromycin6,norfloxacin6,0.71 (0.42-0.94),1.17 (0.71-1.85)
clarithromycin6,cotrimoxazole11,0.71 (0.42-0.94),0.77 (0.44-1.11)
clarithromycin6,tetracycline7,0.71 (0.42-0.94),1.34 (0.94-2.02)
clarithromycin6,levofloxacin12,0.71 (0.42-0.94),0.66 (0.36-1.05)
clarithromycin6,cotrimoxazole10,0.71 (0.42-0.94),0.79 (0.45-1.13)
clarithromycin6,cefixime5,0.71 (0.42-0.94),0.37 (0.17-0.63)
clarithromycin6,tetracycline10,0.71 (0.42-0.94),1.35 (0.97-2.08)
clarithromycin6,norfloxacin8,0.71 (0.42-0.94),1.14 (0.68-1.93)
clarithromycin6,cotrimoxazole13,0.71 (0.42-0.94),0.75 (0.42-1.08)
clarithromycin6,tetracycline9,0.71 (0.42-0.94),1.35 (0.96-2.06)
clarithromycin6,levofloxacin14,0.71 (0.42-0.94),0.61 (0.33-0.99)
clarithromycin6,cotrimoxazole12,0.71 (0.42-0.94),0.76 (0.43-1.09)
clarithromycin6,tetracycline8,0.71 (0.42-0.94),1.34 (0.95-2.04)
clarithromycin6,levofloxacin13,0.71 (0.42-0.94),0.63 (0.34-1.02)
clarithromycin6,norfloxacin10,0.71 (0.42-0.94),1.13 (0.66-1.96)
clarithromycin6,cefixime6,0.71 (0.42-0.94),0.36 (0.17-0.62)
clarithromycin6,tetracycline11,0.71 (0.42-0.94),1.36 (0.97-2.11)
clarithromycin6,norfloxacin9,0.71 (0.42-0.94),1.14 (0.67-1.95)
clarithromycin6,cotrimoxazole14,0.71 (0.42-0.94),0.74 (0.41-1.08)
clarithromycin6,cefixime9,0.71 (0.42-0.94),0.24 (0.10-0.45)
clarithromycin6,moxifloxacin5,0.71 (0.42-0.94),0.46 (0.28-0.64)
clarithromycin6,amoxiclav5,0.71 (0.42-0.94),0.59 (0.33-0.85)
clarithromycin6,cefixime8,0.71 (0.42-0.94),0.27 (0.11-0.48)
clarithromycin6,tetracycline13,0.71 (0.42-0.94),1.37 (0.98-2.15)
clarithromycin6,norfloxacin11,0.71 (0.42-0.94),1.12 (0.65-1.98)
clarithromycin6,cefixime7,0.71 (0.42-0.94),0.29 (0.13-0.52)
clarithromycin6,tetracycline12,0.71 (0.42-0.94),1.36 (0.98-2.13)
clarithromycin6,moxifloxacin7,0.71 (0.42-0.94),0.37 (0.22-0.51)
clarithromycin6,levofloxacin5,0.71 (0.42-0.94),0.89 (0.52-1.31)
clarithromycin6,cefixime10,0.71 (0.42-0.94),0.22 (0.09-0.42)
clarithromycin6,moxifloxacin6,0.71 (0.42-0.94),0.45 (0.27-0.62)
clarithromycin6,amoxiclav6,0.71 (0.42-0.94),0.58 (0.33-0.84)
clarithromycin6,none,0.71 (0.42-0.94),1.25 (0.75-1.69)
clarithromycin6,tetracycline14,0.71 (0.42-0.94),1.37 (0.98-2.17)
clarithromycin6,clarithromycin9,0.71 (0.42-0.94),0.89 (0.79-1.03)
clarithromycin6,ciprofloxacin7,0.71 (0.42-0.94),0.66 (0.39-0.92)
clarithromycin6,cefixime12,0.71 (0.42-0.94),0.19 (0.08-0.38)
clarithromycin6,moxifloxacin8,0.71 (0.42-0.94),0.33 (0.20-0.47)
clarithromycin6,cefprozil13,0.71 (0.42-0.94),0.54 (0.24-1.05)
clarithromycin6,cefixime11,0.71 (0.42-0.94),0.21 (0.08-0.40)
clarithromycin6,trimethoprim6,0.71 (0.42-0.94),1.00 (0.41-1.65)
clarithromycin6,amoxiclav7,0.71 (0.42-0.94),0.52 (0.29-0.75)
clarithromycin6,amoxicillin5,0.71 (0.42-0.94),0.87 (0.50-1.24)
clarithromycin6,trimethoprim5,0.71 (0.42-0.94),1.00 (0.40-1.64)
clarithromycin6,clarithromycin10,0.71 (0.42-0.94),0.87 (0.75-1.04)
clarithromycin6,ciprofloxacin8,0.71 (0.42-0.94),0.63 (0.37-0.88)
clarithromycin6,cefixime13,0.71 (0.42-0.94),0.18 (0.07-0.36)
clarithromycin6,moxifloxacin9,0.71 (0.42-0.94),0.30 (0.18-0.43)
clarithromycin6,cefprozil14,0.71 (0.42-0.94),0.53 (0.23-1.05)
clarithromycin6,amoxicillin7,0.71 (0.42-0.94),0.82 (0.47-1.17)
clarithromycin6,trimethoprim7,0.71 (0.42-0.94),0.97 (0.36-1.68)
clarithromycin6,amoxiclav8,0.71 (0.42-0.94),0.49 (0.27-0.72)
clarithromycin6,amoxicillin6,0.71 (0.42-0.94),0.87 (0.50-1.23)
clarithromycin6,cefprozil5,0.71 (0.42-0.94),0.73 (0.36-1.22)
clarithromycin6,clarithromycin11,0.71 (0.42-0.94),0.85 (0.70-1.04)
clarithromycin6,ciprofloxacin9,0.71 (0.42-0.94),0.61 (0.35-0.85)
clarithromycin6,cefixime14,0.71 (0.42-0.94),0.17 (0.07-0.34)
clarithromycin6,moxifloxacin10,0.71 (0.42-0.94),0.28 (0.17-0.39)
clarithromycin6,cefuroxime5,0.71 (0.42-0.94),0.62 (0.35-0.93)
clarithromycin6,amoxicillin8,0.71 (0.42-0.94),0.79 (0.45-1.15)
clarithromycin6,trimethoprim8,0.71 (0.42-0.94),0.96 (0.34-1.69)
clarithromycin6,amoxiclav9,0.71 (0.42-0.94),0.46 (0.26-0.69)
clarithromycin6,ciprofloxacin11,0.71 (0.42-0.94),0.57 (0.33-0.79)
clarithromycin6,cefprozil6,0.71 (0.42-0.94),0.72 (0.36-1.21)
clarithromycin6,clarithromycin12,0.71 (0.42-0.94),0.82 (0.67-1.03)
clarithromycin6,ciprofloxacin10,0.71 (0.42-0.94),0.59 (0.34-0.82)
clarithromycin6,amoxicillin10,0.71 (0.42-0.94),0.75 (0.43-1.09)
clarithromycin6,moxifloxacin11,0.71 (0.42-0.94),0.26 (0.15-0.36)
clarithromycin6,cefuroxime6,0.71 (0.42-0.94),0.60 (0.34-0.91)
clarithromycin6,amoxicillin9,0.71 (0.42-0.94),0.77 (0.44-1.12)
clarithromycin6,trimethoprim9,0.71 (0.42-0.94),0.95 (0.33-1.70)
clarithromycin6,amoxiclav10,0.71 (0.42-0.94),0.44 (0.24-0.66)
clarithromycin6,ciprofloxacin12,0.71 (0.42-0.94),0.55 (0.31-0.77)
clarithromycin6,cefprozil7,0.71 (0.42-0.94),0.66 (0.32-1.16)
clarithromycin6,clarithromycin13,0.71 (0.42-0.94),0.80 (0.63-1.03)
clarithromycin6,cefuroxime8,0.71 (0.42-0.94),0.47 (0.25-0.74)
clarithromycin6,amoxicillin11,0.71 (0.42-0.94),0.73 (0.42-1.07)
clarithromycin6,moxifloxacin12,0.71 (0.42-0.94),0.24 (0.14-0.34)
clarithromycin6,cefuroxime7,0.71 (0.42-0.94),0.51 (0.28-0.80)
clarithromycin6,ciprofloxacin14,0.71 (0.42-0.94),0.52 (0.30-0.74)
clarithromycin6,trimethoprim10,0.71 (0.42-0.94),0.95 (0.32-1.72)
clarithromycin6,amoxiclav11,0.71 (0.42-0.94),0.42 (0.23-0.64)
clarithromycin6,ciprofloxacin13,0.71 (0.42-0.94),0.53 (0.30-0.75)
clarithromycin6,cefprozil8,0.71 (0.42-0.94),0.64 (0.31-1.15)
clarithromycin6,clarithromycin14,0.71 (0.42-0.94),0.78 (0.60-1.02)
clarithromycin6,cefuroxime9,0.71 (0.42-0.94),0.43 (0.23-0.69)
clarithromycin6,amoxicillin12,0.71 (0.42-0.94),0.72 (0.41-1.06)
clarithromycin6,moxifloxacin13,0.71 (0.42-0.94),0.22 (0.13-0.32)
clarithromycin6,amoxiclav13,0.71 (0.42-0.94),0.39 (0.21-0.60)
clarithromycin6,clarithromycin5,0.71 (0.42-0.94),1.01 (1.00-1.03)
